Station Number,Standard Route Identifier,Mile Marker,Latitude,Longitude,County Code,Municipal Code,County,Municipality,Annual Average Daily Traffic,Annual Average Daily Traffic North/East (See Direction Field),Annual Average Daily Traffic South/West (See Direction Field),Year,Station Type,Direction
131903,19000613__,5.47,41.013956,-74.656888,19,1918,Sussex,Sparta Twp,"3,000","1,478","1,522",01/01/2018,major,North/South
c18398,15110042__,1.5,40.08443605,-74.39569407,15,1511,Ocean,Jackson Twp,"3,017","1,448","1,569",01/01/2018,Volume 48hrs,North/South
c18094,12000624__,0.59,40.5168083,-74.2832861,12,1216,Middlesex,Perth Amboy City,"10,649","4,621","6,028",01/01/2018,Volume 48hrs,East/West
c18380,15060064__,0.91,40.08006903,-74.13318602,15,1506,Ocean,Brick Twp,"13,346","6,678","6,668",01/01/2018,Volume 48hrs,East/West
c18096,12000647__,1.02,40.5724833,-74.4381917,12,1222,Middlesex,South Plainfield Boro,"17,394","9,310","8,084",01/01/2018,Volume 48hrs,North/South
3-4-601,07141819__,1.1,40.70157834,-74.14240191,7,714,Essex,Newark City,"23,090","12,074","11,016",01/01/2018,Volume 48hrs,East/West
14ms5a,01111139__,1.99,39.49894432,-74.50167917,1,111,Atlantic,Galloway Twp,"3,298","1,616","1,682",01/01/2018,major,North/South
3-4-341,00000082__,1.97,40.69755566,-74.27475682,20,2019,Union,Union Twp,"22,380","10,482","11,898",01/01/2018,Volume 48hrs,East/West
n18059,02201256__,0.47,41.02406398,-74.19018499,2,220,Bergen,Franklin Lakes Boro,"1,564",735,829,01/01/2018,Volume 48hrs,North/South
3-4-410,00000510__,20.11,40.76352774,-74.33202128,7,710,Essex,Livingston Twp,"19,564","9,422","10,142",01/01/2018,Volume 48hrs,East/West
n18140,02651080__,0.08,40.84586264,-74.10768377,2,265,Bergen,Wallington Boro,"3,883","1,905","1,978",01/01/2018,Volume 48hrs,North/South
3-4-651,14171033__,0.5,40.74744996,-74.4104499,14,1417,Morris,Madison Boro,"3,008","1,488","1,520",01/01/2018,Volume 48hrs,North/South
6-9-431,00000033__,26,40.2499972,-74.3046389,13,1316,Monmouth,Freehold Twp,"21,960","10,738","11,222",01/01/2018,Volume 48hrs,East/West
3-4-647,09061417__,0.23,40.71221339,-74.06434835,9,906,Hudson,Jersey City,0,829,0,01/01/2018,Volume 48hrs,North
6-9-437,13421119__,0.32,40.3589694,-74.0174361,13,1342,Monmouth,Rumson Boro,"1,178",663,515,01/01/2018,Volume 48hrs,North/South
p18628,00000520__,15.51,40.3362528,-74.0882389,13,1331,Monmouth,Middletown Twp,"34,516","18,626","15,890",01/01/2018,7 days volume,East/West
4n5h709,12000657__,2.74,40.5715278,-74.3225861,12,1225,Middlesex,Woodbridge Twp,"9,154","4,428","4,726",01/01/2018,7 days volume,East/West
c18418,15180006__,0.72,40.02385318,-74.30105302,15,1518,Ocean,Manchester Twp,"1,535",850,685,01/01/2018,Volume 48hrs,North/South
14mc04,15000618__,0.33,39.918725,-74.2659028,15,1512,Ocean,Lacey Twp,757,370,387,01/01/2018,major,East/West
c18421,15290002__,0.12,39.94877703,-74.19829905,15,1529,Ocean,South Toms River Boro,"1,557",492,"1,065",01/01/2018,Volume 48hrs,North/South
7-0-372,03000636__,0.39,40.02144802,-74.9313662,3,310,Burlington,Delran Twp,"12,436","6,412","6,024",01/01/2018,Volume 48hrs,North/South
p18629,00000539__,4.55,39.6675889,-74.3507833,15,1516,Ocean,Little Egg Harbor Twp,"4,533","2,144","2,389",01/01/2018,7 days volume,North/South
c18112,00000527__,38.61,40.4135083,-74.3654028,12,1204,Middlesex,East Brunswick Twp,"6,654","4,249","2,405",01/01/2018,Volume 48hrs,North/South
n18061,02211156__,0.71,40.87399755,-74.1099607,2,221,Bergen,Garfield City,"3,705","1,911","1,794",01/01/2018,Volume 48hrs,North/South
c18307,13261107__,0.84,40.3096778,-74.3214472,13,1326,Monmouth,Manalapan Twp,"13,469","6,872","6,597",01/01/2018,Volume 48hrs,East/West
n18011,020000932_,0.91,40.99393431,-74.15946318,2,270,Bergen,Wyckoff Twp,"6,687","3,296","3,391",01/01/2018,Volume 48hrs,North/South
14mc04,15000618__,0.33,39.918725,-74.2659028,15,1512,Ocean,Lacey Twp,754,365,389,01/01/2018,major,East/West
n18014,020001022_,0.83,40.97020603,-73.95959821,2,207,Bergen,Closter Boro,"4,784","2,466","2,318",01/01/2018,Volume 48hrs,East/West
1-8-576,00000181__,7.02,41.05642641,-74.64579244,19,1918,Sussex,Sparta Twp,"5,772","2,427","3,345",01/01/2018,7 days volume,North/South
7-6-027,00000047__,66.18,39.7533451,-75.11104698,8,818,Gloucester,Washington Twp,"11,249","5,793","5,456",01/01/2018,Volume 48hrs,North/South
p18608,00000034__,7.39,40.2145889,-74.1265944,13,1352,Monmouth,Wall Twp,"23,038","11,075","11,963",01/01/2018,7 days volume,North/South
n18030,02000S89__,0.17,41.00676695,-74.21592097,2,220,Bergen,Franklin Lakes Boro,"2,400","1,311","1,089",01/01/2018,Volume 48hrs,North/South
p18609,00000035__,3,39.9451222,-74.0790556,15,1526,Ocean,Seaside Heights Boro,"12,033","5,627","6,406",01/01/2018,7 days volume,North/South
7-6-023,00000047__,61.5,39.68822213,-75.10023222,8,806,Gloucester,Glassboro Boro,"10,885","5,423","5,462",01/01/2018,Classification 48hrs,North/South
121501,15000620__,2.32,40.01624805,-74.17563009,15,1507,Ocean,Toms River Twp,"13,552","7,024","6,528",01/01/2018,Classification 48hrs,East/West
n18019,02000115__,0.28,40.9639239,-74.04397308,2,214,Bergen,Emerson Boro,"6,972","3,333","3,639",01/01/2018,Volume 48hrs,East/West
p18611,00000035__,19.59,40.165168,-74.049261,13,1352,Monmouth,Wall Twp,"22,581","11,309","11,272",01/01/2018,7 days volume,North/South
5-4-318,00000179__,0.27,40.3659306,-74.9439694,10,1017,Hunterdon,Lambertville City,"9,794","4,615","5,179",01/01/2018,Volume 48hrs,North/South
p18612,00000035__,28.46,40.2782861,-74.0459917,13,1311,Monmouth,Eatontown Boro,"35,886","18,652","17,234",01/01/2018,7 days volume,North/South
002131,00000017__,12,40.91579,-74.07262,2,246,Bergen,Paramus Boro,"114,838","61,864","52,974",01/01/2018,Continous Volume,North/South
14mc05,12000625__,5.07,40.3347944,-74.4404278,12,1213,Middlesex,Monroe Twp,"6,783","3,287","3,496",01/01/2018,major,North/South
n18033,0200S104__,0.22,40.98195298,-73.99348198,2,224,Bergen,Harrington Park Boro,"5,286","3,062","2,224",01/01/2018,Volume 48hrs,North/South
c18278,13151017__,0.23,40.2647639,-74.2798861,13,1315,Monmouth,Freehold Boro,"1,594",655,939,01/01/2018,Volume 48hrs,East/West
n18046,02111365__,1.14,40.92069737,-74.11708712,2,211,Bergen,Elmwood Park Boro,"4,254","2,361","1,893",01/01/2018,Volume 48hrs,North/South
14mc06,12000614__,4.94,40.3349472,-74.5332556,12,1202,Middlesex,Cranbury Twp,"10,340","5,261","5,079",01/01/2018,major,East/West
n18045,02111170__,0.48,40.91048958,-74.12253286,2,211,Bergen,Elmwood Park Boro,851,195,656,01/01/2018,Volume 48hrs,East/West
7-4-740,04301056__,0.48,39.85143602,-75.07851505,4,430,Camden,Runnemede Boro,873,413,460,01/01/2018,Volume 48hrs,North/South
n18035,0200S110__,0.22,40.97085104,-74.07319699,2,246,Bergen,Paramus Boro,"1,330",757,573,01/01/2018,Volume 48hrs,North/South
1-8-650,14351013__,0.05,40.93065974,-74.4867074,14,1435,Morris,Rockaway Twp,"2,925","1,445","1,480",01/01/2018,Classification 48hrs,East/West
5-7-322,03000629__,0.82,40.04127459,-74.89232205,3,338,Burlington,Willingboro Twp,"8,607","4,303","4,304",01/01/2018,Classification 48hrs,North/South
100410,00000295__,31.19,39.87121173,-75.02749106,4,421,Camden,Lawnside Boro,"142,160","74,450","67,710",01/01/2018,Volume 48hrs,North/South
00001M,00000001__,1.7,40.22819,-74.7573,11,1111,Mercer,Trenton City,"62,746","33,281","29,465",01/01/2018,Weigh in Motion,North/South
100413,00000676__,3.08,39.94017824,-75.11266209,4,408,Camden,Camden City,"65,436","36,356","29,080",01/01/2018,Volume 48hrs,North/South
120452,04000675__,0.24,39.79200116,-74.90656723,4,406,Camden,Berlin Twp,"6,035","2,593","3,442",01/01/2018,Volume 48hrs,North/South
101701,00000140__,0.76,39.68021345,-75.47744433,17,1702,Salem,Elmer Boro,"13,022","3,870","9,152",01/01/2018,Volume 48hrs,East/West
n18094,02421187__,1.2,41.026893,-74.25300918,2,242,Bergen,Oakland Boro,"12,123","3,413","8,710",01/01/2018,Volume 48hrs,East/West
1-8-658,14271239__,0.48,40.87005932,-74.70525428,14,1427,Morris,Mount Olive Twp,366,176,190,01/01/2018,Volume 48hrs,North/South
5-4-633,11081029__,0.32,40.3276611,-74.7946667,11,1108,Mercer,Pennington Boro,"5,864","2,605","3,259",01/01/2018,7 days volume,East/West
13ms6a,00000537__,26.99,40.05414836,-74.6582986,3,334,Burlington,Springfield Twp,"6,409","3,159","3,250",01/01/2018,major,East/West
11s201r,00000130__X103200,31.95,39.94978677,-75.06715247,4,427,Camden,Pennsauken Twp,0,"1,260",0,01/01/2018,ramp,South
150201,02461376__,0.22,40.93087089,-74.07909347,2,246,Bergen,Paramus Boro,561,314,247,01/01/2018,major,East/West
000023,00000023__,23.8,41.057941,-74.471295,16,1615,Passaic,West Milford Twp,"23,745","11,818","11,927",01/01/2018,Weigh in Motion,North/South
121604,16131413__,4.35,41.08543526,-74.34885037,16,1615,Passaic,West Milford Twp,"2,208","1,022","1,186",01/01/2018,7 days volume,East/West
p18809,00000585__,0.7,39.3179421,-74.59284261,1,121,Atlantic,Somers Point City,"11,105","4,918","6,187",01/01/2018,7 days volume,North/South
5-5-608,11131041__,0.94,40.261925,-74.5787472,11,1112,Mercer,Robbinsville Twp,"3,854","2,075","1,779",01/01/2018,Classification 48hrs,East/West
121010,10000635__,6.22,40.706444,-74.950064,10,1012,Hunterdon,Glen Gardner Boro,"1,420",774,646,01/01/2018,7 days volume,North/South
7-0-394,04121131__,0.49,39.91382074,-75.08478175,4,412,Camden,Collingswood Boro,280,154,126,01/01/2018,Classification 48hrs,East/West
n18064,02211178__,0.71,40.8755934,-74.09644374,2,221,Bergen,Garfield City,"5,857","2,465","3,392",01/01/2018,Volume 48hrs,North/South
12n960r,00000046__A104320,,40.89045733,-74.47673431,14,1408,Morris,Denville Twp,0,"2,435",0,01/01/2018,ramp,East
5-8-347,11141009__,0.2,40.357942,-74.708969,11,1110,Mercer,Princeton Twp,614,293,321,01/01/2018,Volume 48hrs,East/West
150201,02461376__,0.22,40.93087089,-74.07909347,2,246,Bergen,Paramus Boro,612,344,268,01/01/2018,major,East/West
121102,00000001__,6.94,40.2854639,-74.6934694,11,1107,Mercer,Lawrence Twp,"135,180","65,161","70,019",01/01/2018,Volume 48hrs,North/South
p18608,00000034__,7.39,40.2145889,-74.1265944,13,1352,Monmouth,Wall Twp,"25,702","12,547","13,155",01/01/2018,7 days volume,North/South
n18063,02211160__,0.37,40.88463743,-74.11560502,2,221,Bergen,Garfield City,"3,939","1,850","2,089",01/01/2018,Volume 48hrs,East/West
1-4-505,21000623__,6.17,40.82253351,-75.0561822,21,2123,Warren,White Twp,"4,736","2,095","2,641",01/01/2018,7 days volume,North/South
7-7-155,00000295__,1.22,39.67757001,-75.48932455,17,1702,Salem,Elmer Boro,"33,452","17,686","15,766",01/01/2018,Volume 48hrs,North/South
7-0-402,04091987__,0.13,39.92178713,-75.01571304,4,409,Camden,Cherry Hill Twp,"1,543",853,690,01/01/2018,Volume 48hrs,East/West
7-6-285,00000561__,46.4,39.90915803,-75.04724203,4,416,Camden,Haddon Twp,"13,299","7,317","5,982",01/01/2018,Classification 48hrs,North/South
12n968r,00000046__A105800,,40.88963552,-74.21950462,16,1605,Passaic,Little Falls Twp,0,"6,036",0,01/01/2018,ramp,East
1-4-601,18021053__,0.05,40.677808,-74.566178,18,1802,Somerset,Bernards Twp,323,156,167,01/01/2018,Volume 48hrs,East/West
17mc01,00000539__,9.77,39.7391472,-74.3718722,15,1516,Ocean,Little Egg Harbor Twp,"4,228","1,975","2,253",01/01/2018,major,North/South
3-5-611,00000527__,79.11,40.82081251,-74.29517086,7,718,Essex,Roseland Boro,"14,408","6,997","7,411",01/01/2018,Volume 48hrs,East/West
7-0-433,04361180__,0.86,39.73668113,-74.88628235,4,410,Camden,Chesilhurst Boro,342,157,185,01/01/2018,Volume 48hrs,East/West
n18066,02221337__,0.46,40.96817753,-74.12954872,2,222,Bergen,Glen Rock Boro,"2,662","1,282","1,380",01/01/2018,Volume 48hrs,North/South
13mc12,00000527__,28.44,40.2790028,-74.3446194,13,1326,Monmouth,Manalapan Twp,"6,382","3,236","3,146",01/01/2018,major,North/South
7-8-095,17000635__,1.8,39.53667303,-75.29218231,17,1701,Salem,Alloway Twp,"2,705","1,358","1,347",01/01/2018,7 days volume,North/South
7-0-445,17000624__,1.57,39.5375741,-75.49925375,17,1704,Salem,Lower Alloways Creek Twp,379,203,176,01/01/2018,Classification 48hrs,East/West
7-8-026,06000620__,3.2,39.44387729,-75.31683473,6,612,Cumberland,Stow Creek Twp,922,471,451,01/01/2018,Volume 48hrs,North/South
7-0-447,17000604__,0.38,39.61887455,-75.22230869,17,1714,Salem,Upper Pittsgrove Twp,"1,680",820,860,01/01/2018,7 days volume,East/West
7-8-046,06000668__,0.59,39.41692628,-75.21690558,6,601,Cumberland,Bridgeton City,"1,532",749,783,01/01/2018,Volume 48hrs,East/West
8-8-734,05031008__,0.11,38.93577112,-74.96388859,5,503,Cape May,Cape May Point Boro,50,22,28,01/01/2018,Volume 48hrs,East/West
7-8-073,06000669__,0.81,39.43835748,-75.21910398,6,601,Cumberland,Bridgeton City,980,538,442,01/01/2018,Volume 48hrs,North/South
2-4-210,00000046__,63.74,40.89277023,-74.13116821,16,1602,Passaic,Clifton City,"105,231","49,501","55,730",01/01/2018,Volume 48hrs,East/West
090303,00000073__,25.05,39.90510431,-74.93667126,3,313,Burlington,Evesham Twp,"38,403","19,235","19,168",01/01/2018,7 days volume,North/South
131904,00000517__,49.66,41.210638,-74.513142,19,1922,Sussex,Vernon Twp,"5,583","2,983","2,600",01/01/2018,major,North/South
0591s8,07091822__,0.91,40.71633347,-74.23749628,7,709,Essex,Irvington Twp,"9,279","5,223","4,056",01/01/2018,Volume 48hrs,North/South
13mc08,00000206__,56.54,40.3842556,-74.6603722,11,1110,Mercer,Princeton Twp,"18,067","9,272","8,795",01/01/2018,major,North/South
7-8-058,06000687__,0.07,39.4698315,-75.18673795,6,613,Cumberland,Upper Deerfield Twp,910,462,448,01/01/2018,Volume 48hrs,North/South
7-0-456,06000642__,0.26,39.39206516,-75.34611799,6,606,Cumberland,Greenwich Twp,339,164,175,01/01/2018,7 days volume,North/South
8-8-730,05021004__,0.23,38.93219285,-74.92744569,5,502,Cape May,Cape May City,0,277,0,01/01/2018,Volume 48hrs,South
7-0-462,17071001__,0.13,39.72448788,-75.46801256,17,1708,Salem,Pennsville Twp,"1,000",524,476,01/01/2018,Volume 48hrs,East/West
p18628,00000520__,15.51,40.3362528,-74.0882389,13,1331,Monmouth,Middletown Twp,"30,729","14,591","16,138",01/01/2018,7 days volume,East/West
7-0-473,03191042__,0.09,39.96264708,-74.9975991,3,319,Burlington,Maple Shade Twp,534,323,211,01/01/2018,Volume 48hrs,East/West
n18360,14311186__,1.63,40.9616696,-74.30507501,14,1431,Morris,Pequannock Twp,"4,555","2,427","2,128",01/01/2018,Volume 48hrs,North/South
13ms7a,00000552__,3.39,39.4374993,-75.16947607,6,613,Cumberland,Upper Deerfield Twp,"6,594","3,202","3,392",01/01/2018,major,East/West
n18097,02431114__,0.78,41.01759602,-73.96743102,2,243,Bergen,Old Tappan Boro,"1,964","1,031",933,01/01/2018,Volume 48hrs,North/South
131601,16141269__,0.89,40.96844112,-74.27831212,16,1614,Passaic,Wayne Twp,"1,898",892,"1,006",01/01/2018,major,North/South
7-8-109,17000623__,0.94,39.4708202,-75.41510802,17,1705,Salem,Mannington Twp,787,410,377,01/01/2018,Classification 48hrs,North/South
7-0-481,04031002__,0.03,39.86736161,-75.05535276,4,403,Camden,Barrington Boro,763,437,326,01/01/2018,Volume 48hrs,North/South
4-4-501,12000614__,6.6,40.32782203,-74.50365601,12,1202,Middlesex,Cranbury Twp,"7,470","3,423","4,047",01/01/2018,7 days volume,East/West
7-0-482,04031009__,0.06,39.87078434,-75.06090879,4,403,Camden,Barrington Boro,161,88,73,01/01/2018,Volume 48hrs,North/South
1-7-846,21191202__,0.77,40.68670847,-75.17977694,21,2119,Warren,Phillipsburg Town,0,"1,414",0,01/01/2018,Volume 48hrs,North
14mc03,18011002__,0.02,40.6851722,-74.7217417,18,1801,Somerset,Bedminster Twp,947,504,443,01/01/2018,major,North/South
007125,00000047__,41.2,39.41283,-75.03844,6,610,Cumberland,Millville City,"14,033","7,841","6,192",01/01/2018,Continous Volume,North/South
7-0-490,04071017__,0.08,39.87685005,-75.12140446,4,407,Camden,Brooklawn Boro,173,68,105,01/01/2018,Volume 48hrs,North/South
1-7-854,00000173__,2.36,40.65682065,-75.09808576,21,2107,Warren,Greenwich Twp,"7,442","3,559","3,883",01/01/2018,7 days volume,East/West
7-0-472,03191019__,0.25,39.96248473,-75.00867276,3,319,Burlington,Maple Shade Twp,147,84,63,01/01/2018,Classification 48hrs,North/South
11s183r,00000076__A100060,0.69,39.88225148,-75.10294123,4,414,Camden,Gloucester City,0,"7,910",0,01/01/2018,ramp,North
17mc01,00000539__,9.77,39.7391472,-74.3718722,15,1516,Ocean,Little Egg Harbor Twp,"5,712","2,632","3,080",01/01/2018,major,North/South
3-9-750,00000024__,9.68,40.7160212,-74.32799361,20,2017,Union,Springfield Twp,"108,042","60,850","47,192",01/01/2018,Volume 48hrs,East/West
120120,01000627__,2.25,39.52980164,-74.94749401,1,104,Atlantic,Buena Boro,"1,372",666,706,01/01/2018,Volume 48hrs,North/South
12s004r,00000042__B100670,6.76,39.77351715,-75.04851217,4,415,Camden,Gloucester Twp,0,"6,661",0,01/01/2018,ramp,North
121596,00000539__,34.33,40.0735,-74.47159,15,1523,Ocean,Plumsted Twp,"10,000","4,782","5,218",01/01/2018,Volume 48hrs,North/South
008118,00000050__,6.72,39.28867,-74.75331,5,511,Cape May,Upper Twp,"11,592","5,930","5,662",01/01/2018,Continous Volume,North
17mc01,00000539__,9.77,39.7391472,-74.3718722,15,1516,Ocean,Little Egg Harbor Twp,"4,511","2,118","2,393",01/01/2018,major,North/South
4-4-212,00000022__,35.51,40.57866814,-74.59136903,18,1806,Somerset,Bridgewater Twp,"101,066","52,773","48,293",01/01/2018,Volume 48hrs,East/West
17ms1a,00000047__,1.99,38.99862617,-74.85046436,5,506,Cape May,Middle Twp,"16,936","8,660","8,276",01/01/2018,major,North/South
120602,06000747__,0.05,39.49426317,-75.04384744,6,614,Cumberland,Vineland City,"4,414","2,030","2,384",01/01/2018,Volume 48hrs,East/West
121709,00000551__,8.39,39.70133057,-75.42899093,17,1702,Salem,Elmer Boro,"1,870",924,946,01/01/2018,Volume 48hrs,North/South
110533,05000657__,4.04,39.08963233,-74.81919585,5,506,Cape May,Middle Twp,"11,594","6,038","5,556",01/01/2018,7 days volume,North/South
7-0-491,04201002__,0.08,39.82170143,-75.00730971,4,420,Camden,Laurel Springs Boro,520,304,216,01/01/2018,7 days volume,North/South
p18625,00000195__,13.01,40.17312702,-74.48935101,13,1351,Monmouth,Upper Freehold Twp,"61,665","30,949","30,716",01/01/2018,7 days volume,East/West
7-0-494,04201015__,0.05,39.81783129,-75.00221786,4,420,Camden,Laurel Springs Boro,62,29,33,01/01/2018,Volume 48hrs,North/South
7-4-667,04000682__,0.67,39.83788103,-75.07196547,4,415,Camden,Gloucester Twp,"4,922","2,222","2,700",01/01/2018,Volume 48hrs,East/West
7-0-495,04201025__,0.07,39.82459735,-75.00192523,4,420,Camden,Laurel Springs Boro,184,85,99,01/01/2018,Volume 48hrs,East/West
7-8-182,17000602__,2.17,39.67897695,-75.33313783,17,1710,Salem,Pittsgrove Twp,"3,135","1,612","1,523",01/01/2018,Volume 48hrs,North/South
121507,00000009__,90.8,39.9423028,-74.2052639,15,1529,Ocean,South Toms River Boro,"23,078","11,692","11,386",01/01/2018,Volume 48hrs,North/South
4-4-330,00000027__,21.22,40.5368833,-74.3709,12,1210,Middlesex,Metuchen Boro,"13,123","6,645","6,478",01/01/2018,Volume 48hrs,North/South
7-0-529,08231007__,0.07,39.81209952,-75.16253401,8,823,Gloucester,Woodbury Heights Boro,201,68,133,01/01/2018,7 days volume,North/South
4-0-354,12081050__,0.03,40.3458472,-74.4398,12,1208,Middlesex,Jamesburg Boro,196,98,98,01/01/2018,Volume 48hrs,East/West
150901,09091116__,0.9,40.78006135,-74.07391729,9,909,Hudson,Secaucus Town,"6,043","2,620","3,423",01/01/2018,major,North/South
000068,00000068__,2.4,40.04955,-74.64778,3,334,Burlington,Springfield Twp,"4,543","2,326","2,217",01/01/2018,Weigh in Motion,North/South
12n972r,00000046__B105750,,40.8922552,-74.22733933,16,1612,Passaic,Totowa Boro,0,"5,738",0,01/01/2018,ramp,East
000040,00000040__,28.4,39.564498,-75.030726,8,805,Gloucester,Franklin Twp,"9,366","4,839","4,527",01/01/2018,Weigh in Motion,East/West
150901,09091116__,0.9,40.78006135,-74.07391729,9,909,Hudson,Secaucus Town,"6,668","2,891","3,777",01/01/2018,major,North/South
7-4-531,08000660__,0.49,39.83380578,-75.18553944,8,820,Gloucester,West Deptford Twp,"10,960","5,548","5,412",01/01/2018,7 days volume,East/West
120458,04371125__,0.28,39.91750705,-75.09613305,4,437,Camden,Woodlynne Boro,"5,209","2,407","2,802",01/01/2018,Volume 48hrs,East/West
7-4-449,00000551__,27.7,39.85504145,-75.13952283,8,802,Gloucester,Deptford Twp,"11,680","7,060","4,620",01/01/2018,Volume 48hrs,North/South
12n973r,00000046__A105740,,40.8922552,-74.22733933,16,1612,Passaic,Totowa Boro,0,"4,258",0,01/01/2018,ramp,East
4-5-608,00000527__,53.53,40.56165,-74.53095,18,1804,Somerset,Bound Brook Boro,"12,993","6,528","6,465",01/01/2018,7 days volume,North/South
120330,03000655__,0.18,40.07863056,-74.84704965,3,305,Burlington,Burlington City,"1,931","1,125",806,01/01/2018,Volume 48hrs,East/West
8-8-053,00000049__,34.52,39.40031453,-75.07147688,6,610,Cumberland,Millville City,"10,089","4,762","5,327",01/01/2018,Classification 48hrs,East/West
120455,04081604__,1.62,39.94140003,-75.12194207,4,408,Camden,Camden City,"2,512","1,205","1,307",01/01/2018,Volume 48hrs,North/South
